failure_class,area,shape,mode,detail,signatures,rows,example_signature,example_seed,example_profile,example_replay_path
tree-mismatch,custom-element tree placement,different-element-lines,fragment-body,<custom-element> => <s>,1,1,0c874da11208,5899743,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5899743/primary/replay.json
tree-mismatch,custom-element tree placement,different-element-lines,full-document,<link> => <custom-element>,1,1,2c5d09e0d91a,6398214,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6398214/primary/replay.json
tree-mismatch,custom-element tree placement,same-rendered-node-different-path-or-order,full-document,<custom-element> => <custom-element>,1,1,424b2184283c,5390693,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5390693/primary/replay.json
tree-mismatch,custom-element tree placement,other-line-shape,full-document,"<custom-element> => =\""<value>""=lJ&f """,1,1,50b24cacd798,5422263,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5422263/primary/replay.json
tree-mismatch,custom-element tree placement,different-element-lines,full-document,<area> => <custom-element>,1,1,5eb4a1c219ce,5190161,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5190161/primary/replay.json
tree-mismatch,custom-element tree placement,different-element-lines,fragment-body,<template> => <custom-element>,1,1,b13a29518033,4468069,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-4468069/primary/replay.json
tree-mismatch,custom-element tree placement,wordpress-element-dom-scalar,full-document,"<custom-element> => ""<value>""",1,1,eae35de807b8,7764406,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7764406/primary/replay.json
tree-mismatch,custom-element tree placement,different-element-lines,full-document,<hr> => <custom-element>,1,1,ef564c6d5266,2512695,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2512695/primary/replay.json
tree-mismatch,custom-element tree placement,wordpress-scalar-dom-element,full-document,"""<value>"" => <custom-element>",1,1,fdf0086f6b66,7504104,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-7504104/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<dl> => <dl>,6,7,e7d9a68b9703,1385269,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1385269/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<ul> => <ul>,5,6,5279aac06bc5,7839642,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7839642/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<h3> => <h3>,3,4,31ece2d7205a,8094431,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-8094431/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<blockquote> => <blockquote>,3,3,1c9ca539a5af,1202892,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1202892/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<link> => <link>,3,3,2cf29693fcf5,4472896,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4472896/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<li> => <li>,3,3,32691e79148b,952844,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-952844/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<div> => <div>,2,26,796714139715,625176,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-625176/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<div> => <div>,2,25,51ef8c674a8f,3512181,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3512181/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<template> => <template>,2,7,302095c3b0a1,6314601,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6314601/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<h2> => <h2>,2,2,0788e37b27dd,3077463,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3077463/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<main> => <main>,2,2,102e1a93d571,5302497,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5302497/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<h2> => <h2>,2,2,141d58e4f14f,2988423,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2988423/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<dt> => <dt>,2,2,26fb93d70a61,8227246,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-8227246/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<article> => <article>,2,2,2a042fd56721,8441980,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-8441980/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<h1> => <h1>,2,2,2b7f40354f75,3383480,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3383480/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<footer> => <footer>,2,2,3976b5669831,2059430,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2059430/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<dd> => <dd>,2,2,6764144cd1ce,2401420,resource-stress,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2401420/primary/replay.json
tree-mismatch,generic element tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <form>",2,2,7a137dd6d941,6792176,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6792176/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<header> => <header>,2,2,8183a87ef62f,3704100,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3704100/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<embed> => <embed>,2,2,9e92d785ec26,2118005,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2118005/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<button> => <button>,2,2,c0c4e7f68bfa,7067648,resource-stress,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7067648/primary/replay.json
tree-mismatch,generic element tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <body>",1,159,e755d9a419e6,157111,tables,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-157111/primary/replay.json
tree-mismatch,generic element tree construction,different-element-lines,full-document,<head> => <html>,1,9,9f66e8f29743,760861,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-760861/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<form> => <form>,1,3,4cea667f335f,5172121,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5172121/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<strong> => <strong>,1,2,7f2f293ca3a5,2336691,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2336691/primary/replay.json
tree-mismatch,generic element tree construction,different-element-lines,fragment-body,<dl> => <i>,1,1,0870d91597e2,2426637,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2426637/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<header> => <header>,1,1,0aa03a1da860,4372743,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4372743/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<template> => <template>,1,1,0de3f12dd2c2,234779,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-234779/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<i> => <i>,1,1,11dadb902996,264916,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-264916/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<input> => <input>,1,1,1feb43234b06,7408753,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7408753/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<code> => <code>,1,1,239475b5a8ce,2049186,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2049186/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<section> => <section>,1,1,27d3f102c62f,2402636,deep-nesting,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2402636/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<br> => <br>,1,1,2eee586710b0,8169921,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-8169921/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<button> => <button>,1,1,30519c58353c,7767445,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7767445/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<dd> => <dd>,1,1,351ed3c8b0ac,6578566,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6578566/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<wbr> => <wbr>,1,1,3e7707674207,4922932,tables,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4922932/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<form> => <form>,1,1,4317f72f7b34,7427146,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7427146/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<base> => <base>,1,1,4e6276757a7b,4619331,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4619331/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<h6> => <h6>,1,1,4eb7fa67e265,712802,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-712802/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<a> => <a>,1,1,624d8765aa4b,2743878,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2743878/primary/replay.json
tree-mismatch,generic element tree construction,different-element-lines,full-document,<dt> => <em>,1,1,67318f00f356,929943,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-929943/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<li> => <li>,1,1,6ead249f5977,6558912,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6558912/primary/replay.json
tree-mismatch,generic element tree construction,wordpress-element-dom-scalar,full-document,"<figcaption> => ""<value>""",1,1,73538dfee7cd,1609566,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1609566/primary/replay.json
tree-mismatch,generic element tree construction,wordpress-element-dom-scalar,full-document,"<p> => ""<value>""",1,1,73dfe42a8b82,5462281,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5462281/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,fragment-body,<p> => <p>,1,1,7bd6d63152e9,7466398,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7466398/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<mark> => <mark>,1,1,81e64f2846d4,2254840,resource-stress,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2254840/primary/replay.json
tree-mismatch,generic element tree construction,same-rendered-node-different-path-or-order,full-document,<article> => <article>,1,1,8ca7efbb88b6,3605174,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3605174/primary/replay.json
